3094,"Kalitta Air","NA","K4","CKS","CONNIE","United States","N"
3095,"Kalitta Charters","NA","","KFS","KALITTA","United States","N"
3096,"Kallat El Saker Air Company","NA","","KES","KALLAT EL SKER","Libya","N"
3097,"Kam Air","NA","RQ","KMF","KAMGAR","Afghanistan","Y"
3098,"Kampuchea Airlines","NA","E2","KMP","KAMPUCHEA","Cambodia","N"
3099,"Kanaf-Arkia Airlines","NA","","KIZ","","Israel","N"
3100,"Kanfey Ha'emek Aviation","NA","","KHE","KANFEY HAEMEK","Israel","N"
3101,"Kansas State University","NA","","KSU","K-STATE","United States","N"
3102,"Karat","NA","V2","AKT","AVIAKARAT","Russia","N"
3103,"Karibu Airways Company","NA","","KRB","KARIBU AIR","Tanzania","N"
3104,"Karlog Air Charter","NA","","KLG","KARLOG","Denmark","N"
3105,"Karthago Airlines","NA","","KAJ","KARTHAGO","Tunisia","N"
3106,"Kartika Airlines","NA","","KAE","KARTIKA","Indonesia","N"
3107,"Kata Transportation","NA","","KTV","KATAVIA","Sudan","N"
3108,"Katekavia","NA","","KTK","KATEKAVIA","Russia","N"
3109,"Kato Airline","NA","","KAT","KATO-AIR","Norway","N"
3110,"Kavminvodyavia","NA","KV","MVD","AIR MINVODY","Russia","Y"
3111,"Kavouras Inc","NA","","XKA","","United States","N"
3112,"Kaz Agros Avia","NA","","KRN","ANTOL","Kazakhstan","N"
3113,"Kaz Air West","NA","","KAW","KAZWEST","Kazakhstan","N"
3114,"Kazan Aviation Production Association","NA","","KAO","KAZAVAIA","Russia","N"
3115,"Kazan Helicopters","NA","","KPH","KAMA","Russia","N"
3116,"Kazavia","NA","","KKA","KAKAIR","Kazakhstan","N"
3117,"Kazaviaspas","NA","","KZS","SPAKAZ","Kazakhstan","N"
3118,"Keenair Charter -","NA","","JFK","KEENAIR","United Kingdom","N"
3119,"Kelix Air","NA","","KLX","KELIX","Nigeria","N"
3120,"Kelner Airways","NA","","FKL","KELNER","Canada","N"
3121,"Kelowna Flightcraft Air Charter","NA","","KFA","FLIGHTCRAFT","Canada","N"
3122,"Kendell Airlines","NA","","KDA","KENDELL","Australia","Y"
3123,"Kenmore Air","NA","M5","KEN","KENMORE","United States","Y"
3124,"Kenn Borek Air","NA","","KBA","BOREK AIR","Canada","N"
3125,"Kent Aviation","NA","","KAH","DEKAIR","Canada","N"
3126,"Kenya Airways","NA","KQ","KQA","KENYA","Kenya","Y"
3127,"Kevis","NA","","KVS","KEVIS","Kazakhstan","N"
3128,"Key Airlines","NA","","KEY","KEY AIR","United States","N"
3129,"Key Lime Air","NA","","LYM","KEY LIME","United States","N"
3130,"Keystone Aerial Surveys","NA","","FTP","FOOTPRINT","United States","N"
3131,"Keystone Air Services","NA","BZ","KEE","KEYSTONE","Canada","N"
3132,"Khalifa Airways","NA","","KZW","KHALIFA AIR","Algeria","N"
3133,"Kharkov Aircraft Manufacturing Company","NA","","WKH","WEST-KHARKOV","Ukraine","N"
3134,"Khazar","NA","","KHR","KHAZAR","Turkmenistan","N"
3135,"Khoezestan Photros Air Lines","NA","","KHP","PHOTROS AIR","Iran","N"
3136,"Khoriv-Avia","NA","","KRV","KHORIV-AVIA","Ukraine","N"
3137,"Khors Aircompany","NA","","KHO","AIRCOMPANY KHORS","Ukraine","N"
3138,"Khyber Afghan Airlines","NA","","KHY","KHYBER","Afghanistan","N"
3139,"Kiev Aviation Plant","NA","","UAK","AVIATION PLANT","Ukraine","N"
3140,"King Aviation","NA","","KNG","KING","United Kingdom","N"
3141,"Kingfisher Air Services","NA","","BEZ","SEA BREEZE","United States","N"
3142,"Kingfisher Airlines","NA","IT","KFR","KINGFISHER","India","Y"
3143,"Knighthawk Air Express","NA","","KNX","KNIGHT FLIGHT","Canada","N"
3144,"Kingston Air Services","NA","","KAS","KINGSTON AIR","Canada","N"
3145,"Kinnarps","NA","","KIP","KINNARPS","Sweden","N"
3146,"Kinshasa Airways","NA","","KNS","KINSHASA AIRWAYS","Democratic Republic of the Congo","N"
3147,"Kirov Air Enterprise","NA","","KTA","VYATKA-AVIA","Russia","N"
3148,"Kish Air","NA","Y9","IRK","KISHAIR","Iran","Y"
3149,"Kitty Hawk Aircargo","NA","","KHA","AIR KITTYHAWK","United States","N"
3150,"Kitty Hawk Airways","NA","","KHC","CARGO HAWK","United States","N"
3151,"Kiwi International Air Lines","NA","KP","KIA","KIWI AIR","United States","N"
3152,"Knight Air","NA","","KNA","KNIGHTAIR","Canada","N"
3153,"Knighthawk Express","NA","","KHX","RIZZ","United States","N"
3154,"Knights Airlines","NA","","KGT","KNIGHT-LINER","Nigeria","N"
3155,"Koanda Avacion","NA","","KOA","KOANDA","Spain","N"
3156,"Koda International","NA","","OYE","KODA AIR","Nigeria","N"
3157,"Kogalymavia Air Company","NA","7K","KGL","KOGALYM","Russia","Y"
3158,"Kom Activity","NA","","KOM","COMJET","Netherlands","N"
3159,"Komiaviatrans State Air Enterprise","NA","","KMA","KOMI AVIA","Russia","N"
3160,"Komiinteravia","","8J","KMV","KOMIINTER","Russia","N"
3161,"Komsomolsk-on-Amur Air Enterprise","NA","","KNM","KNAAPO","Russia","N"
3162,"Koob-Corp - 96 KFT","NA","","KOB","AUTOFLEX","Hungary","N"
3163,"Korean Air","NA","KE","KAL","KOREANAIR","Republic of Korea","Y"
3164,"Kosmas Air","NA","","KMG","KOSMAS CARGO","Serbia","N"
3165,"Kosmos","NA","","KSM","KOSMOS","Russia","Y"
3166,"Kosova Airlines","NA","","KOS","KOSOVA","Serbia","N"
3167,"Kovar Air","NA","","WOK","WOKAIR","Czech Republic","N"
3168,"Krasnojarsky Airlines","NA","7B","KJC","KRASNOJARSKY AIR","Russia","Y"
3169,"Kremenchuk Flight College","NA","","KFC","KREMENCHUK","Ukraine","N"
3170,"Krimaviamontag","NA","","KRG","AVIAMONTAG","Ukraine","N"
3171,"Kroonk Air Agency","NA","","KRO","KROONK","Ukraine","N"
3172,"Krylo Airlines","NA","K9","KRI","Krylo","Russia","N"
3173,"Krym","NA","","KYM","CRIMEA AIR","Ukraine","N"
3174,"Krystel Air Charter","NA","","OPC","OPTIC","United Kingdom","N"
3175,"Kuban Airlines","NA","GW","KIL","AIR KUBAN","Russia","Y"
3176,"Kunpeng Airlines","NA","VD","KPA","KUNPENG","China","N"
3177,"Kurzemes Avio","NA","","KZA","","Russia","N"
3178,"Kustbevakningen","NA","","KBV","SWECOAST","Sweden","N"
3179,"Kuwait Airways","NA","KU","KAC","KUWAITI","Kuwait","Y"
3180,"Kuzu Airlines Cargo","NA","GO","KZU","KUZU CARGO","Turkey","Y"
3181,"Kvadro Aero","NA","","QVR","PEGASO","Kyrgyzstan","N"
3182,"Kwena Air","NA","","KWN","KWENA","South Africa","N"
3183,"Kyrgyz Airlines","NA","N5","KGZ","BERMET","Kyrgyzstan","N"
3184,"Kyrgyz Trans Avia","NA","","KTC","DINARA","Kyrgyzstan","N"
3185,"Kyrgyzstan","NA","QH","LYN","ALTYN AVIA","Kyrgyzstan","N"
3186,"Kyrgyzstan Airlines","NA","R8","KGA","KYRGYZ","Kyrgyzstan","N"
3187,"Kyrgyzstan Department of Aviation","NA","","DAM","FLIGHT RESCUE","Kyrgyzstan","N"
3188,"Kyrgz General Aviation","NA","","KGB","KEMIN","Kyrgyzstan","N"
3189,"Kibris T","NA","KY","KYV","AIRKIBRIS","Turkey","N"
3190,"L A Helicopter","NA","","LAH","STAR SHIP","United States","N"
3191,"L J Aviation","NA","","LJY","ELJAY","United States","N"
3192,"L R Airlines","NA","","LRB","LADY RACINE","Czech Republic","N"
3193,"L&L Flygbildteknik","NA","","PHO","PHOTOFLIGHT","Sweden","N"
3194,"L'Express","NA","","LEX","LEX","United States","N"
3195,"L-3 Communications Flight Internation Aviation","NA","","FNT","FLIGHT INTERNATIONAL","United States","N"
3196,"L.A.B. Flying Service","NA","JF","LAB","LAB","United States","N"
3197,"LACSA","NA","LR","LRC","LACSA","Costa Rica","Y"
3198,"LADE - Lineas Aereas Del Estado","NA","","LDE","LADE","Argentina","N"
3199,"LAI - Linea Aerea IAACA","NA","KG","BNX","AIR BARINAS","Venezuela","N"
3200,"LAN Airlines","NA","LA","LAN","LAN","Chile","Y"
3201,"LAN Argentina","NA","4M","DSM","LAN AR","Argentina","Y"
3202,"LAN Cargo","NA","","LCO","LAN CARGO","Chile","N"
3203,"LAN Dominica","NA","","LNC","LANCANA","Dominican Republic","N"
3204,"LAN Express","NA","LU","LXP","LANEX","Chile","Y"
3205,"LAN Peru","NA","LP","LPE","LANPERU","Peru","Y"
3206,"LANSA","NA","","LSA","INTERNACIONAL","Dominican Republic","N"
3207,"LAP Colombia - Lineas Aereas Petroleras","NA","","APT"," S.A.","LAP","N"
3208,"LASTP","NA","","OTN","LASTP","S","N"
3209,"LC Busre","NA","","LCB","BUSRE","Peru","N"
3210,"LOT Polish Airlines","NA","LO","LOT","POLLOT","Poland","Y"
3211,"LTE International Airways","NA","XO","LTE","FUN JET","Spain","Y"
3212,"LTU Austria","NA","L3","LTO","BILLA TRANSPORT","Austria","Y"
3213,"LTU International","NA","LT","LTU","LTU","Germany","Y"
3214,"LTV Jet Fleet Corporation","NA","","JFC","JET-FLEET","United States","N"
3215,"LUKoil-Avia","NA","","LUK","LUKOIL","Russia","N"
3216,"La Ronge Aviation Services","NA","","ASK","AIR SASK","Canada","N"
3217,"La Valenciana Taxi Aereo","NA","","LVT","TAXIVALENCIANA","Mexico","N"
3218,"Labcorp","NA","","SKQ","SKYLAB","United States","N"
3219,"Labrador Airways","NA","","LAL","LAB AIR","Canada","N"
3220,"Lagun Air","NA","N6","JEV","","Spain","N"
3221,"Lake Havasu Air Service","NA","","HCA","HAVASU","United States","N"
3222,"Lakeland Aviation","NA","","LKL","LAKELAND","United States","N"
3223,"Laker Airways","NA","","LKR","LAKER","United States","N"
3224,"Laker Airways (Bahamas)","NA","","LBH","LAKER BAHAMAS","United States","N"
3225,"Lamra","NA","","LMR","LAMAIR","Sudan","N"
3226,"Lanaes Aereas Trans Costa Rica","NA","","TCR","TICOS","Costa Rica","N"
3227,"Landsflug","NA","","ISL","ISLANDIA","Iceland","N"
3228,"Langtry Flying Group","NA","","PAP","PROFLIGHT","United Kingdom","N"
3229,"Lankair","NA","IK","LKN","Lankair","Sri Lanka","N"
3230,"Lanza Air","NA","","LZA","AEROLANZA","Spain","N"
3231,"Lanzarote Aerocargo","NA","","LZT","BARAKA","Spain","N"
3232,"Lao Air Company","NA","","LLL","LAVIE","Lao Peoples Democratic Republic","N"
3233,"Lao Airlines","NA","QV","LAO","LAO","Lao Peoples Democratic Republic","Y"
3234,"Lao Capricorn Air","NA","","LKA","NAKLOA","Lao Peoples Democratic Republic","N"
3235,"Laoag International Airlines","NA","L7","LPN","LAOAG AIR","Philippines","N"
3236,"Laredo Air","NA","","LRD","LAREDO AIR","United States","N"
3237,"LatCharter","NA","","LTC","LATCHARTER","Latvia","Y"
3238,"Latvian Air Force","NA","","LAF","LATVIAN AIRFORCE","Latvia","N"
3239,"Lauda Air","NA","NG","LDA","LAUDA AIR","Austria","Y"
3240,"Lauda Air Italy","NA","","LDI","LAUDA ITALY","Italy","N"
3241,"Laughlin Express","NA","","LEP","LAUGHLIN EXPRESS","United States","N"
3242,"Laus","NA","","LSU","LAUS AIR","Croatia","N"
3243,"Lawrence Aviation","NA","","LAR","LAWRENCE","United States","N"
3244,"Layang-Layang Aerospace","NA","","LAY","LAYANG","Malaysia","N"
3245,"Lease-a-Plane International","NA","","LPL","LEASE-A-PLANE","United States","N"
3246,"Lebanese Air Transport","NA","LQ","LAQ","LAT","Lebanon","N"
3247,"Lebanese Air Transport (Charter)","NA","","LAT","LEBANESE AIR","Lebanon","N"
3248,"Lebanon Airport Development Corporation","NA","","LAD","LADCO-AIR","United States","N"
3250,"Leconte Airlines","NA","","LCA","LECONTE","United States","N"
3251,"Leeward Islands Air Transport","NA","LI","LIA","LIAT","Antigua and Barbuda","Y"
3252,"Legend Airlines","NA","","LGD","LEGENDARY","United States","N"
3253,"Leisure Air","NA","","LWD","LEISURE WORLD","United States","N"
3254,"Lentini Aviation","NA","","LEN","LENTINI","United States","N"
3255,"Leo-Air","NA","","LOR","LEO CHARTER","South Africa","N"
3256,"Leonsa De Aviacion","NA","","LEL","LEONAVIA","Spain","N"
3257,"Libyan Airlines","NA","","LYW","LIBYAN AIRWAYS","Libya","N"
3258,"Libyan Arab Airlines","NA","LN","LAA","LIBAIR","Libya","Y"
3259,"Libyan Arab Air Cargo","NA","","LCR","LIBAC","Libya","N"
3260,"Lid Air","NA","","LIQ","","Sweden","N"
3261,"Lignes Aeriennes Congolaises","NA","","LCG","CONGOLAISE","Democratic Republic of the Congo","N"
3262,"Lignes Aeriennes Du Tchad","NA","","LKD","LATCHAD","Chad","N"
3263,"Lignes Mauritaniennes Air Express","NA","","LME","LIMAIR EXPRESS","Mauritania","N"
3264,"Lignes Nationales Aeriennes - Linacongo","NA","","GCB","LINACONGO","Republic of the Congo","N"
3265,"Lincoln Air National Guard","NA","","GDQ","","United States","N"
3266,"Lincoln Airlines","NA","","LRT","","Australia","N"
3267,"Lindsay Aviation","NA","","LSY","LINDSAY AIR","United States","N"
3268,"Linea Aerea Costa Norte","NA","","NOT","COSTA NORTE","Chile","N"
3269,"Linea Aerea Mexicana de Carga","NA","","LMC","LINEAS DECARGA","Mexico","N"
3270,"Linea Aerea SAPSA","NA","L7","LNP","SAPSA","Chile","N"
3271,"Linea Aerea de Fumig Aguas Negras","NA","","NEG","AGUAS NEGRAS","Chile","N"
3272,"Linea Aerea de Servicio Ejecutivo Regional","NA","8z","LER","LASER","Venezuela","N"
3273,"Linea De Aeroservicios","NA","","LSE","","Chile","N"
3274,"Linea Turistica Aerotuy","NA","LD","TUY","AEREOTUY","Venezuela","N"
3275,"Lineas Aereas Alaire S.L.","NA","","ALR","AEROLAIRE","Spain","N"
3276,"Lineas Aereas Azteca","NA","ZE","LCD","LINEAS AZTECA","Mexico","N"
3277,"Lineas Aereas Canedo LAC","NA","","LCN","CANEDO","Bolivia","N"
3278,"Lineas Aereas Comerciales","NA","","LCM","LINEAS COMERCIALES","Mexico","N"
3279,"Lineas Aereas Ejectuivas De Durango","NA","","EDD","LINEAS DURANGO","Mexico","N"
3280,"Lineas Aereas Eldorado","NA","","EDR","ELDORADRO","Colombia","N"
3281,"Lineas Aereas Federales","NA","","FED","FEDERALES","Argentina","N"
3282,"Lineas Aereas Monarca","NA","","LMN","LINEAS MONARCA","Mexico","N"
3283,"Lineas Aereas San Jose","NA","","LIJ","LINEAS JOSE","Mexico","N"
3284,"Lineas Aereas del Humaya","NA","","UMA","HUMAYA","Mexico","N"
3285,"Linex","NA","","LEC","LECA","Central African Republic","N"
3286,"Linhas Aereas Santomenses","NA","","SMS","SANTOMENSES","S","N"
3287,"Linhas A","NA","LM","LAM","MOZAMBIQUE","Mozambique","Y"
3288,"Link Airways of Australia","NA","","LAW","","Australia","N"
3289,"Lion Air Services","NA","","WGT","WORLDGATE","United Kingdom","N"
3290,"Lion Mentari Airlines","NA","JT","LNI","LION INTER","Indonesia","Y"
3291,"Lions-Air","NA","","LEU","LIONSAIR","Switzerland","N"
3292,"Lithuanian Air Force","NA","","LYF","LITHUANIAN AIRFORCE","Lithuania","N"
3293,"Little Red Air Service","NA","","LRA","LITTLE RED","Canada","N"
3294,"Livingston","NA","LM","LVG","LIVINGSTON","Italy","N"
3295,"Lloyd Aereo Boliviano","NA","LB","LLB","LLOYDAEREO","Bolivia","N"
3296,"Lnair Air Services","NA","","LNA","ELNAIR","Spain","N"
3297,"Lockheed Air Terminal","NA","","XLG","","United States","N"
3298,"Lockeed Aircraft Corporation","NA","","LAC","LOCKHEED","United States","N"
3299,"Lockheed DUATS","NA","","XDD","","United States","N"
3300,"Lockheed Martin Aeronautics","NA","","CBD","CATBIRD","United States","N"
3301,"Lockheed Martin Aeronautics Company","NA","","LNG","LIGHTNING","United States","N"
3302,"Logan Air","NA","","LOG","LOGAN","United Kingdom","N"
3303,"Lom Praha Flying School","NA","","CLV","AEROTRAINING","Czech Republic","N"
3304,"Lomas Helicopters","NA","","LMS","LOMAS","United Kingdom","N"
3305,"London City Airport Jet Centre","NA","","LCY","LONDON CITY","United Kingdom","N"
3306,"London Executive Aviation","NA","","LNX","LONEX","United Kingdom","N"
3307,"London Flight Centre (Stansted)","NA","","LOV","LOVEAIR","United Kingdom","N"
3308,"London Helicopter Centres","NA","","LHC","MUSTANG","United Kingdom","N"
3309,"Lone Star Airlines","NA","","LSS","LONE STAR","United States","N"
3310,"Long Island Airlines","NA","","ORA","LONG ISLAND","United States","N"
3311,"Longtail Aviation","NA","","LGT","LONGTAIL","Bermuda","N"
3312,"Lorraine Aviation","NA","","LRR","LORRAINE","France","N"
3313,"Los Cedros Aviacion","NA","","LSC","CEDROS","Chile","N"
3314,"Lotus Air","NA","","TAS","LOTUS FLOWER","Egypt","N"
3315,"Luchtvaartmaatschappij Twente","NA","","LTW","TWENTAIR","Netherlands","N"
3316,"Lucky Air","NA","","LKE","LUCKY AIR","China","N"
3317,"Luft Carago","NA","","LUT","LUGO","South Africa","N"
3318,"Luftfahrt-Vermietungs-Dienst","NA","","LVD","AIR SANTE","Austria","N"
3319,"Luftfahrtgesellschaft Walter","NA","HE","LGW","WALTER","Germany","Y"
3320,"Lufthansa","NA","LH","DLH","LUFTHANSA","Germany","Y"
3321,"Lufthansa Cargo","NA","LH","GEC","LUFTHANSA CARGO","Germany","Y"
3322,"Lufthansa CityLine","NA","CL","CLH","HANSALINE","Germany","Y"
3323,"Lufthansa Systems","NA","L1","","","Germany","N"
3324,"Lufthansa Technik","NA","","LHT","LUFTHANSA TECHNIK","Germany","N"
3325,"Lufttaxi Fluggesellschaft","","DV","LTF","Garfield","Germany","N"
3326,"Lufttransport","NA","L5","LTR","LUFT TRANSPORT","Norway","Y"
3327,"Luhansk","NA","","LHS","ENTERPRISE LUHANSK","Ukraine","N"
3328,"Lund University School of Aviation","NA","","UNY","UNIVERSITY","Sweden","N"
3329,"Luxair","NA","LG","LGL","LUXAIR","Luxembourg","Y"
3330,"Luxaviation","NA","","LXA","RED LION","Luxembourg","N"
3331,"Luxembourg Air Rescue","NA","","LUV","LUX RESCUE","Luxembourg","N"
3332,"Luxflight Executive","NA","","LFE","LUX EXPRESS","Luxembourg","N"
3333,"Luxor Air","NA","","LXO","","Egypt","N"
3334,"Luzair","NA","","LUZ","LISBON JET","Portugal","N"
3335,"Lviv Airlines","NA","5V","UKW","UKRAINE WEST","Ukraine","N"
3336,"Lydd Air","NA","","LYD","LYDDAIR","United Kingdom","N"
3337,"Lynch Flying Service","NA","","LCH","LYNCH AIR","United States","N"
3338,"Lynden Air Cargo","NA","L2","LYC","LYNDEN","United States","N"
3339,"Lynx Air International","NA","","LXF","LYNX FLIGHT","United States","N"
3340,"Lynx Aviation","NA","","LYX","LYNX AIR","Pakistan","N"
3342,"L","NA","MJ","LPR","LAPA","Argentina","Y"
3343,"L","NA","","LAU","SURAMERICANO","Colombia","N"
3344,"M & N Aviation","NA","","JNH","JONAH","United States","N"
3345,"MAC Fotografica","NA","","MCF","MAC FOTO","Spain","N"
3346,"MANAG'AIR","NA","","MRG","MANAG'AIR","France","N"
3347,"MAP-Management and Planung","NA","","MPJ","MAPJET","Austria","N"
3348,"MAS Airways","NA","","TFG","TRAFALGAR","United Kingdom","N"
3349,"MasAir","NA","M7","MAA","MAS CARGA","Mexico","Y"
3350,"MAT Macedonian Airlines","NA","IN","MAK","MAKAVIO","Macedonia","Y"
3351,"MCC Aviation","NA","","MCC","DISCOVERY","South Africa","N"
3352,"MG Aviacion","NA","","MGA","MAG AVACION","Spain","N"
3353,"MIA Airlines","NA","","JLA","SALLINE","Romania","N"
3354,"MIAT Mongolian Airlines","NA","OM","MGL","MONGOL AIR","Mongolia","Y"
3355,"MIT Airlines","NA","","MNC","MUNCIE","Canada","N"
3356,"MK Airline","NA","","MKA","KRUGER-AIR","Ghana","N"
3357,"MNG Airlines","NA","MB","MNB","BLACK SEA","Turkey","Y"
3358,"MSR Flug-Charter","NA","","EBF","SKYRUNNER","Germany","N"
3359,"MTC Aviacion","NA","","MCV","MTC AVIACION","Mexico","N"
3360,"Mac Aviation","NA","","MAQ","MAC AVIATION","Spain","N"
3361,"Mac Dan Aviation Corporation","NA","","MCN","MAC DAN","United States","N"
3362,"MacKnight Airlines","NA","","MTD","","Australia","N"
3363,"Macair Airlines","NA","CC","MCK","","Australia","Y"
3364,"Macedonian Airlines","NA","","MCS","MACAIR","Greece","N"
3365,"Madina Air","NA","","MDH","MADINA AIR","Libya","N"
3366,"Maersk","NA","DM","","","Denmark","Y"
3367,"Magic Blue Airlines","NA","","MJB","MAGIC BLUE","Netherlands","N"
3368,"Magna Air","NA","","MGR","MAGNA AIR","Austria","N"
3369,"Mahalo Air","NA","","MLH","MAHALO","United States","N"
3370,"Mahan Air","NA","W5","IRM","MAHAN AIR","Iran","Y"
3371,"Mahfooz Aviation","NA","M2","MZS","MAHFOOZ","Gambia","N"
3372,"Maine Aviation","NA","","MAT","MAINE-AV","United States","N"
3373,"Majestic Airlines","NA","","MAJ","MAGIC AIR","United States","N"
3374,"Mak Air","NA","","AKM","MAKAIR","Kazakhstan","N"
3375,"Malagasy Airlines","NA","","MLG","","Madagascar","N"
3376,"Malawi Express","NA","","MLX","MALAWI EXPRESS","Malawi","N"
3377,"Malaya Aviatsia Dona","NA","","MKK","AEROKEY","Russia","N"
3378,"Malaysia Airlines","NA","MH","MAS","MALAYSIAN","Malaysia","Y"
3379,"Mali Air","NA","","MAE","MALI AIREXPRESS","Austria","N"
3380,"Mali Air Express","NA","","VXP","AVION EXPRESS","Mali","N"
3381,"Mali Airways","NA","","MTZ","MALI AIRWAYS","Mali","N"
3382,"Malila Airlift","NA","","MLC","MALILA","Democratic Republic of the Congo","N"
3383,"Mall Airways","NA","","MLS","MALL-AIRWAYS","United States","N"
3384,"Malmo Aviation","NA","","SCW","SCANWING","Sweden","Y"
3385,"Malmoe Air Taxi","NA","","LOD","LOGIC","Sweden","N"
3386,"Malmö Aviation","NA","TF","SCW","Scanwings","Sweden","Y"
3387,"Malta Air Charter","NA","R5","MAC","MALTA CHARTER","Malta","Y"
3388,"Malta Wings","NA","","MWS","MALTA WINGS","Malta","N"
3389,"Malév","NA","MA","MAH","MALEV","Hungary","Y"
3390,"Manaf International Airways","NA","","MLB","MANAF","Burundi","N"
3391,"Mandala Airlines","NA","RI","MDL","MANDALA","Indonesia","Y"
3392,"Mandarin Airlines","NA","AE","MDA","Mandarin","Taiwan","Y"
3393,"Mango","NA","JE","MNO","TULCA","South Africa","Y"
3394,"Manhattan Air","NA","","MHN","MANHATTAN","United Kingdom","N"
3395,"Manitoulin Air Services","NA","","MTO","MANITOULIN","Canada","N"
3396,"Mann Air","NA","","MNR","TEEMOL","United Kingdom","N"
3397,"Mannion Air Charter","NA","","MAN","MANNION","United States","N"
3398,"Mantrust Asahi Airways","NA","","MTS","MANTRUST","Indonesia","N"
3399,"Manx Airlines","NA","","MNX","MANX","United Kingdom","N"
3400,"Maple Air Services","NA","","MAD","MAPLE AIR","Canada","N"
3401,"March Helicopters","NA","","MAR","MARCH","United Kingdom","N"
3402,"Marcopolo Airways","NA","","MCP","MARCOPOLO","Afghanistan","N"
3403,"Marghi Air","NA","","MGI","MARGHI","Nigeria","N"
3404,"Markair","NA","","MRK","MARKAIR","United States","N"
3405,"Markoss Aviation","NA","","MKO","GOSHAWK","United Kingdom","N"
3406,"Mars RK","NA","6V","MRW","AVIAMARS","Ukraine","N"
3407,"Marshall Aerospace","NA","","MCE","MARSHALL","United Kingdom","N"
3408,"Marsland Aviation","NA","M7","MSL","MARSLANDAIR","Sudan","N"
3409,"Martin Aviation Services","NA","","XMA","","United States","N"
3410,"Martin-Baker","NA","","MBE","MARTIN","United Kingdom","N"
3411,"Martinair","NA","MP","MPH","MARTINAIR","Netherlands","Y"
3412,"Martinaire","NA","","MRA","MARTEX","United States","N"
3413,"Martyn Fiddler Associates","NA","","MFA","SEAHORSE","United Kingdom","N"
3414,"Marvin Limited","NA","","MVN","MARVIN","United Kingdom","N"
3415,"Maryland State Police","NA","","TRP","TROOPER","United States","N"
3416,"Massachusetts Institute of Technology","NA","","MTH","RESEARCH","United States","N"
3417,"Massey University School of Aviation","NA","","MSY","MASSEY","New Zealand","N"
3418,"Master Airways","NA","","MSW","MASTER AIRWAYS","Serbia","N"
3419,"Master Planner","NA","","MPL","","United States","N"
3420,"Masterjet","NA","","LMJ","MASTERJET","Portugal","N"
3421,"Mastertop Linhas Aereas","NA","Q4","","","Brazil","N"
3422,"Mauria","NA","","MIA","MAURIA","Mauritania","N"
3423,"Mauritanienne Aerienne Et Navale","NA","","MNV","NAVALE","Mauritania","N"
3424,"Mauritanienne Air Fret","NA","","MRF","MAUR-FRET","Mauritania","N"
3425,"Mauritanienne Airways","NA","","MWY","MAURITANIENNE","Mauritania","N"
3426,"Mauritanienne De Transport Aerien","NA","","MDE","MAURI-TRANS","Mauritania","N"
3427,"Maverick Airways","NA","","MVR","MAV-AIR","United States","N"
3428,"Mavial Magadan Airlines","NA","H5","MVL","Mavial","Russia","N"
3429,"Max Avia","NA","","MAI","MAX AVIA","Kyrgyzstan","N"
3430,"Max Sea Food","NA","","MSF","MAXESA","El Salvador","N"
3431,"Max-Aviation","NA","","MAX","MAX AVIATION","Canada","N"
3432,"Maxair","NA","8M","MXL","MAXAIR","Sweden","Y"
3433,"Maximus Air Cargo","NA","","MXU","CARGO MAX","United Arab Emirates","N"
3434,"Maxjet Airways","NA","MY","MXJ","MAX-JET","United States","N"
3435,"Maxsus-Avia","NA","","MXS","MAXSUS-AVIA","Uzbekistan","N"
3436,"May Air Xpress","NA","","MXP","BEECHNUT","United States","N"
3437,"Maya Island Air","NA","MW","MYD","MYLAND","Belize","Y"
3438,"Mayair","NA","","MYI","MAYAIR","Mexico","N"
3439,"Mbach Air","NA","","MBS","MBACHI AIR","Malawi","N"
3440,"McAlpine Helicopters","NA","","MCH","MACLINE","United Kingdom","N"
3441,"McCall Aviation","NA","","MKL","MCCALL","United States","N"
3442,"McDonnell Douglas","NA","","DAC","DACO","United States","N"
3443,"McNeely Charter Services","NA","","MDS","MID-SOUTH","United States","N"
3444,"Med-Trans of Florida","NA","","MEK","MED-TRANS","United States","N"
3445,"Medavia Company","NA","","MDM","MEDAVIA","Malta","N"
3446,"Medical Air Rescue Services","NA","","MRZ","MARS","Zimbabwe","N"
3447,"Medical Aviation Services","NA","","MCL","MEDIC","United Kingdom","N"
3448,"Mediterranean Air Freight","NA","","MDF","MED-FREIGHT","Greece","N"
3449,"Mediterranean Airways","NA","","MDY","","Egypt","N"
3450,"Medjet International","NA","","MEJ","MEDJET","United States","N"
3451,"Mega","NA","","MGK","MEGLA","Kazakhstan","N"
3452,"Mega Linhas Aereas","NA","","MEL","MEGA AIR","Brazil","N"
3453,"Mekong Airlines","NA","","MKN","MEKONG AIRLINES","Cambodia","N"
3454,"Menajet","NA","IM","MNJ","MENAJET","Lebanon","N"
3456,"Merchant Express Aviation","NA","","MXX","MERCHANT","Nigeria","N"
3457,"Mercury Aircourier Service","NA","","MEC","MERCAIR","United States","N"
3458,"Meridian","NA","","POV","AIR POLTAVA","Ukraine","N"
3459,"Meridian Air Cargo","NA","","MRD","MERIDIAN","United States","N"
3460,"Meridian Airlines","NA","","MHL","HASSIMAIR","Nigeria","N"
3461,"Meridian Aviation","NA","","DSL","DIESEL","United Kingdom","N"
3462,"Meridian Limited","NA","","MEM","MERIDIAN CHERRY","Ukraine","N"
3463,"Meridiana","NA","IG","ISS","MERAIR","Italy","Y"
